lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
6,2,121.75,10,31,4,3,1,0,0,1
69,0,120.0,6,12,3,4,2,0,0,0
220,1,114.75,12,30,4,2,2,0,3,0
60,0,80.75,9,4,4,3,2,0,0,1
77,0,99.96,10,10,3,3,1,0,3,1
74,2,143.1,5,13,4,2,1,0,0,1
55,2,102.6,11,13,4,0,1,0,0,1
18,0,75.0,1,26,4,5,0,0,0,1
19,0,100.0,6,22,2,2,0,0,0,0
35,0,63.0,3,12,3,3,2,0,0,1
185,0,60.0,3,25,3,2,1,0,3,1
291,0,115.0,8,19,3,2,0,1,0,0
100,1,136.0,5,19,4,3,1,0,0,1
48,0,51.09,2,24,4,4,0,3,0,1
253,0,90.0,5,4,3,4,0,0,0,0
179,1,130.05,8,4,4,3,2,0,3,0
2,2,143.22,4,1,4,2,2,0,5,1
11,2,140.0,10,29,4,1,2,0,0,1
151,0,136.12,8,4,4,5,2,0,0,0
92,3,113.4,10,3,4,1,1,0,0,1
40,0,70.0,10,5,3,1,1,0,0,1
60,0,75.0,3,20,3,2,2,0,0,0
166,0,110.0,11,1,3,3,0,0,0,0
86,0,105.0,9,24,3,2,0,0,0,1
3,0,71.8,12,5,4,3,1,3,0,1
74,0,86.4,11,20,4,0,1,0,0,0
292,0,115.0,7,21,3,2,0,1,0,0
263,0,67.0,9,21,3,0,1,0,0,1
25,0,149.4,4,15,4,3,2,1,0,0
209,2,119.85,9,17,4,2,2,0,0,0
118,1,105.3,5,9,4,2,1,0,0,1
18,2,89.0,9,11,4,0,1,3,0,1
139,0,85.5,7,2,4,1,0,3,0,0
71,0,132.6,5,1,4,2,2,0,3,0
24,0,91.0,2,11,4,3,1,0,0,0
32,0,147.9,12,2,4,2,2,0,5,0
144,0,162.0,9,15,4,3,0,0,3,0
317,1,106.2,9,1,4,3,0,0,0,0
2,0,110.0,5,19,0,2,0,0,3,0
40,1,77.55,1,14,4,3,0,0,1,1
85,1,151.2,10,7,4,2,0,0,3,1
37,1,76.5,10,19,3,1,0,3,0,1
71,1,108.0,10,7,4,1,0,0,1,1
268,0,80.75,10,9,3,3,2,0,0,1
209,0,100.8,8,19,4,2,0,0,0,0
151,1,131.75,7,14,4,8,2,0,3,0
1,0,79.0,2,14,4,0,1,3,0,0
3,0,65.0,10,2,3,2,1,0,0,1
89,1,87.3,4,8,4,2,1,0,0,1
0,1,124.0,8,22,4,1,2,0,0,1
35,2,166.58,9,26,4,4,2,0,0,1
53,2,89.4,5,18,4,1,0,3,0,1
72,0,105.3,4,16,4,1,0,0,0,0
4,0,88.0,12,7,4,1,0,3,0,1
71,0,84.15,4,23,4,3,2,3,0,0
346,1,115.0,9,13,3,2,0,1,0,0
5,1,165.75,11,6,4,2,2,0,0,0
5,1,120.0,10,19,4,1,1,0,0,1
1,0,95.0,11,26,4,1,0,3,0,1
104,0,97.33,4,28,4,3,1,0,0,0
115,0,108.0,10,13,4,1,0,3,0,0
126,1,85.5,7,27,4,2,1,0,0,1
1,0,92.0,4,6,3,1,0,1,3,1
13,1,93.8,3,1,4,1,0,0,3,1
280,0,110.0,9,19,3,2,1,0,0,0
7,2,165.67,8,15,4,2,1,0,0,1
84,0,96.3,7,17,4,3,2,3,0,0
48,1,63.22,4,1,4,3,2,3,0,1
12,0,88.0,12,5,4,0,1,3,0,1
99,0,81.0,2,19,2,1,0,0,0,1
2,1,119.0,6,15,2,1,0,0,3,1
44,1,125.55,10,5,4,2,0,0,3,0
4,2,168.5,6,16,4,3,2,0,0,1
16,0,124.8,5,19,3,1,0,0,3,1
103,1,99.9,4,8,4,1,0,0,0,1
16,0,107.0,10,1,4,2,0,0,0,1
0,1,80.3,1,6,4,2,0,0,0,1
150,0,106.0,7,25,2,4,1,0,4,1
179,1,108.9,10,1,4,1,2,0,0,0
193,0,160.2,12,29,4,3,0,0,5,1
162,0,115.0,10,14,3,2,2,0,0,0
0,1,109.0,7,29,4,1,0,3,0,1
306,3,95.4,8,14,4,1,2,0,0,1
3,0,127.8,4,29,3,1,0,0,3,1
140,0,113.9,7,31,4,3,2,0,3,0
47,1,72.76,9,22,4,1,0,0,0,1
7,0,65.0,10,12,2,0,1,0,0,1
25,1,139.0,10,21,4,2,0,0,0,1
62,1,70.78,7,18,4,3,1,3,0,1
2,3,194.0,9,22,4,1,0,0,0,1
0,0,90.0,1,25,4,0,1,3,0,1
0,1,148.0,8,19,4,2,0,3,0,1
50,1,149.4,5,31,4,5,0,0,3,1
84,0,65.0,9,7,2,1,0,0,0,1
94,1,69.1,4,12,4,5,2,0,0,1
16,0,61.16,1,9,4,2,2,0,0,1
0,0,95.0,6,22,0,1,0,0,0,1
77,1,95.2,4,16,4,2,2,0,0,1
91,0,73.74,4,4,4,3,1,0,1,1
245,0,107.59,9,22,4,5,2,0,0,0
30,3,108.0,12,12,4,0,1,3,0,1
93,0,119.85,5,21,4,3,2,0,0,0
3,0,68.0,12,12,4,0,1,3,0,1
19,0,169.0,7,27,4,2,0,0,0,1
1,1,108.0,2,27,4,1,2,0,3,1
23,0,61.0,1,11,4,0,1,3,0,1
27,0,142.78,4,11,4,3,1,1,0,0
111,2,79.2,11,28,4,2,1,3,0,0
130,0,159.3,6,9,4,2,0,0,3,0
1,0,103.5,3,28,4,3,1,0,0,1
93,1,132.6,5,19,4,4,2,0,3,1
44,1,104.4,3,31,4,1,0,0,3,1
39,1,126.0,10,2,4,1,2,0,0,0
138,0,90.95,4,23,4,2,2,0,0,1
4,0,63.8,1,25,3,3,1,0,0,1
55,1,116.1,5,9,4,2,1,3,0,0
206,1,102.85,10,6,4,5,2,0,0,0
27,0,156.0,5,18,4,1,0,0,3,1
81,1,190.8,10,10,4,3,1,0,5,1
203,1,137.7,8,27,4,1,0,0,3,0
160,0,70.0,12,30,3,3,0,0,0,1
4,0,111.2,9,20,3,0,2,0,0,1
6,1,141.0,6,27,4,3,1,0,0,1
20,1,77.0,2,1,4,2,1,3,0,1
94,1,125.1,4,28,4,2,0,0,3,1
23,1,139.0,9,16,4,1,0,3,0,1
0,0,90.0,8,6,4,1,0,0,0,1
52,0,145.24,10,23,4,3,2,0,4,0
164,1,89.25,7,29,4,5,2,3,0,0
40,2,228.6,8,19,4,2,0,1,3,1
5,1,65.0,8,2,2,1,0,0,0,1
186,1,112.2,8,3,4,5,2,0,3,0
48,1,57.28,2,20,4,1,1,0,0,1
3,1,83.5,2,25,4,2,0,3,0,1
270,2,80.0,4,20,3,4,0,0,0,1
1,1,95.48,6,22,4,1,0,3,0,1
32,0,85.0,3,11,3,3,2,0,0,1
6,0,167.0,4,22,4,2,0,0,3,1
10,2,90.0,8,28,4,1,0,0,0,1
298,0,76.0,5,10,3,2,0,0,0,0
127,0,86.36,8,8,3,5,2,0,0,1
275,0,90.0,10,5,4,4,1,0,0,0
30,0,127.15,10,28,3,1,0,0,3,1
159,0,70.5,12,29,3,4,0,0,0,1
128,2,146.7,7,8,4,2,0,0,0,1
29,0,85.0,12,2,2,2,0,0,0,1
11,1,103.1,12,19,4,3,1,0,0,1
6,2,187.0,9,15,4,1,0,0,0,1
237,0,80.75,9,14,4,2,1,0,0,0
31,0,152.1,2,26,4,2,0,0,5,0
44,0,96.3,6,18,3,1,1,0,3,1
64,0,65.0,2,7,3,1,2,0,0,1
10,1,174.0,4,25,4,4,1,1,0,0
174,0,70.0,10,10,3,1,1,0,0,0
29,2,122.0,8,30,4,1,0,0,0,1
5,1,105.0,11,2,4,2,1,0,3,1
277,1,89.14,9,5,3,5,2,1,0,1
27,1,104.0,9,25,4,0,1,3,0,1
192,0,66.71,5,28,4,5,2,0,0,0
17,1,142.63,11,9,4,4,0,0,0,1
159,1,99.45,8,1,4,3,1,0,0,1
179,0,113.4,9,30,4,2,2,0,0,0
235,1,90.95,8,12,4,3,2,0,0,0
142,1,90.9,10,27,4,1,0,0,0,0
46,2,126.9,5,7,4,1,2,0,0,1
1,2,129.0,6,22,4,1,0,3,0,1
36,0,91.0,10,13,3,3,0,1,0,1
5,0,124.0,7,28,4,2,0,3,0,0
294,1,117.0,9,21,3,4,0,1,0,0
77,1,93.6,11,19,4,1,1,0,0,1
58,0,100.48,4,12,4,3,0,0,4,1
12,0,110.0,10,24,0,2,1,0,3,1
42,1,109.31,4,28,4,3,1,3,0,1
66,3,135.0,11,19,4,3,0,0,5,1
88,1,72.25,3,31,4,6,2,3,0,1
79,2,109.8,12,15,4,3,0,0,0,1
2,1,42.28,12,12,4,3,1,3,0,1
70,0,149.4,9,15,4,2,0,0,3,0
90,1,79.8,3,25,4,2,2,0,1,1
7,0,112.0,5,21,3,1,1,1,0,1
12,0,109.0,2,6,4,1,0,0,0,0
99,1,137.1,9,5,4,2,1,0,0,1
8,0,81.0,2,19,2,1,0,0,0,1
249,0,89.25,10,22,4,2,2,0,0,0
113,0,89.25,5,9,4,3,1,0,0,0
29,0,75.05,2,19,4,2,0,3,0,0
0,0,106.0,12,28,4,0,1,0,0,1
32,3,96.3,11,14,4,1,0,0,0,1
304,0,89.0,11,3,4,3,0,0,0,0
15,0,76.5,12,8,4,5,2,3,0,1
18,0,156.0,5,13,4,1,0,0,3,0
35,0,81.9,3,9,4,5,2,0,0,0
122,0,86.0,3,27,3,1,2,1,0,1
17,0,65.0,9,20,2,1,2,0,0,1
230,1,90.9,9,2,4,2,1,0,0,1
111,0,237.6,8,7,4,3,2,1,5,0
169,1,103.5,7,13,4,3,0,3,0,0
122,0,85.0,4,15,3,2,0,0,0,1
315,0,160.0,9,30,3,2,1,1,0,0
266,0,80.75,10,7,3,3,2,0,0,1
305,0,89.0,11,4,4,2,1,0,0,0
0,0,91.0,2,25,4,2,0,0,0,0
52,1,207.9,9,14,4,3,0,0,5,0
57,0,124.2,9,6,4,3,0,0,3,0
37,1,75.0,10,30,3,1,2,0,0,1
15,0,103.44,4,27,4,3,0,0,0,0
123,0,89.92,3,30,4,3,0,0,1,0
127,0,91.29,4,15,4,3,2,0,3,1
178,0,128.7,8,25,4,1,0,0,0,0
38,1,89.1,6,1,4,1,0,3,0,1
3,0,77.0,9,21,3,0,1,0,0,1
3,1,67.0,6,20,2,1,1,0,0,1
0,0,80.1,3,30,4,1,0,3,0,1
6,2,163.33,8,13,4,1,2,0,0,1
162,0,86.82,7,14,4,5,2,3,0,0
2,0,124.0,6,22,3,1,0,3,0,1
42,2,126.0,10,3,4,2,1,0,0,1
38,0,107.1,7,1,4,3,2,3,0,1
138,1,145.2,8,13,4,4,2,0,3,0
68,0,51.09,2,6,4,2,2,3,0,1
75,1,180.2,1,2,4,1,0,0,5,1
3,0,66.0,2,29,2,2,1,0,0,1
196,0,85.5,8,30,4,3,0,3,0,0
39,0,129.7,9,25,4,0,1,0,0,1
1,0,100.47,12,7,4,4,1,0,3,1
74,3,89.25,9,15,4,2,0,0,0,1
53,2,123.3,9,3,4,1,1,0,3,1
87,0,85.0,5,22,3,5,2,3,0,1
100,1,79.2,11,12,4,1,0,3,0,1
10,0,69.0,2,19,3,2,1,0,0,1
0,1,117.05,10,15,4,1,0,0,0,1
18,0,123.5,9,7,4,3,1,0,0,1
5,0,0.0,10,19,4,2,1,0,0,1
269,1,80.0,12,29,3,3,2,0,0,1
22,0,115.0,10,5,3,2,0,0,0,1
58,1,75.0,11,19,3,1,2,0,0,1
43,1,92.4,11,12,4,1,2,3,0,1
21,2,145.0,9,15,4,3,2,0,0,1
10,0,153.0,8,23,4,0,1,0,5,1
7,0,80.0,3,9,2,2,0,0,0,1
6,2,197.0,5,26,4,1,0,0,4,1
31,0,117.3,3,3,4,3,1,0,3,1
10,2,120.36,12,30,4,3,2,0,3,1
44,1,85.5,9,17,4,2,0,0,0,1
97,0,140.4,5,24,4,3,0,0,3,1
12,1,90.0,6,8,3,1,0,0,0,1
114,0,75.0,7,1,3,2,1,0,0,0
7,0,176.0,9,30,3,2,0,0,4,1
172,2,96.3,7,3,4,1,2,0,0,1
209,0,106.25,8,21,4,5,2,0,0,0
95,0,107.1,8,1,4,2,1,3,0,0
20,2,89.0,9,12,4,0,1,3,0,1
47,0,99.9,4,12,4,1,0,0,0,0
7,0,125.0,10,6,3,1,0,0,0,1
63,0,116.0,9,4,3,2,0,1,0,1
139,0,96.3,8,26,4,2,0,0,0,0
57,1,115.6,4,12,4,5,0,0,3,1
7,0,65.0,8,28,2,1,0,0,0,1
15,1,130.0,8,28,4,0,2,0,0,1
71,0,55.8,7,5,4,1,2,3,0,0
8,0,79.0,12,9,2,2,0,0,0,1
39,1,142.8,3,24,4,3,0,0,0,1
30,1,126.9,5,15,4,2,2,0,0,1
0,1,180.0,9,25,4,2,2,0,3,1
73,0,85.67,11,24,3,3,0,0,0,1
0,0,90.0,8,15,4,1,2,0,0,1
23,0,91.67,3,8,4,3,0,0,0,1
128,0,132.3,10,11,4,5,0,0,3,0
86,1,65.0,5,20,3,2,1,0,0,1
80,1,72.07,11,12,4,1,2,0,0,0
19,0,69.0,12,5,4,1,2,0,0,1
11,0,104.0,4,11,0,2,1,0,0,1
181,0,120.0,10,11,3,2,0,0,0,0
34,1,94.5,6,26,4,0,1,0,0,1
17,1,74.61,9,14,4,3,1,0,3,1
3,0,60.83,2,13,4,1,1,3,0,1
121,1,103.5,7,7,4,3,2,3,0,1
123,0,105.3,8,1,4,3,1,0,0,0
39,1,67.5,2,13,4,1,2,3,0,1
35,2,158.4,10,3,4,3,1,0,3,1
0,1,50.0,12,15,2,1,0,0,0,1
10,1,108.67,11,25,4,2,1,0,0,1
80,0,86.0,9,26,3,2,1,1,0,1
58,2,138.6,12,24,4,1,0,0,3,1
88,0,149.4,9,4,4,4,2,0,3,0
8,1,103.0,11,14,4,1,1,0,0,1
1,0,95.0,3,9,4,1,0,0,0,1
30,0,140.0,6,2,3,2,0,0,0,1
115,1,76.0,2,27,3,2,2,0,0,1
148,0,67.0,12,30,3,4,1,0,0,1
256,0,76.67,9,14,3,2,1,0,0,1
67,0,105.0,11,25,3,2,0,0,0,1
40,3,100.8,11,4,4,2,0,0,0,1
150,1,114.66,8,30,4,5,0,0,0,1
35,0,67.49,9,14,4,5,2,0,0,1
275,0,110.0,4,17,3,0,2,1,0,0
19,2,104.0,11,25,4,1,0,0,0,1
158,1,114.75,5,25,4,4,0,0,0,0
14,0,38.67,12,5,3,1,2,0,0,1
0,0,117.0,12,30,4,1,0,0,0,1
2,1,0.0,7,10,1,0,2,0,0,1
24,1,118.33,4,15,4,2,1,0,0,1
5,1,65.0,9,28,2,4,0,0,0,1
95,1,93.08,4,5,4,4,0,0,3,1
227,0,90.95,8,24,4,4,1,0,0,0
83,1,96.3,4,7,4,2,0,0,0,1
55,2,142.2,10,18,4,2,0,0,0,1
6,0,65.0,12,8,2,2,0,0,0,1
138,0,94.5,8,22,3,1,2,1,0,0
146,0,95.0,4,24,3,0,2,0,0,0
63,0,140.4,5,28,4,1,2,0,3,0
29,1,143.18,4,13,4,4,0,0,3,1
6,0,85.0,5,9,3,2,1,3,0,1
35,0,127.62,8,29,4,4,1,0,0,0
0,0,99.0,8,11,4,1,0,0,0,1
91,0,80.75,5,12,3,3,0,0,0,1
317,0,120.0,9,15,3,2,0,0,0,0
0,0,120.0,10,29,4,1,0,0,0,1
22,0,65.0,8,26,2,2,0,0,0,1
25,1,80.85,10,4,4,1,2,0,0,1
2,1,92.67,11,20,4,1,2,3,0,1
73,0,155.76,3,27,4,2,2,0,5,0
72,0,79.65,10,30,4,2,2,3,0,0
30,0,87.27,11,11,4,2,1,3,0,1
63,1,126.9,4,29,4,2,1,0,0,1
5,3,130.0,8,20,4,1,0,0,0,1
124,0,114.3,8,8,4,5,1,0,0,0
110,1,98.2,7,23,3,1,0,1,1,1
20,0,187.0,7,11,4,2,1,0,3,1
60,1,135.9,9,10,4,2,2,0,0,0
72,1,58.91,12,23,3,9,2,0,0,1
6,0,55.0,12,3,3,2,0,0,0,1
210,0,72.75,10,8,3,3,1,0,0,1
88,0,80.75,6,8,3,4,1,0,0,0
65,1,88.0,11,13,4,5,2,3,0,1
131,1,101.15,7,11,4,4,1,0,0,1
24,2,155.0,5,21,4,1,1,0,3,1
133,0,113.6,8,15,4,2,1,0,3,0
2,1,105.34,5,23,4,1,1,3,0,0
118,1,139.5,8,15,4,2,1,0,0,1
97,0,78.3,3,12,4,1,1,0,0,0
45,1,95.0,4,23,3,1,2,0,0,1
45,1,83.3,2,18,4,3,0,0,0,1
41,0,70.0,12,27,3,5,1,0,0,1
28,1,148.91,11,5,4,6,4,0,3,0
64,0,149.4,9,16,4,1,0,0,3,0
139,1,130.5,8,9,4,5,0,0,0,1
21,1,94.35,6,12,4,1,2,0,0,1
23,0,79.2,11,24,4,3,1,3,0,0
188,0,130.0,6,15,4,2,0,0,0,0
75,0,70.0,3,17,3,3,1,0,0,0
39,0,109.0,8,14,3,2,0,1,0,1
2,2,201.0,7,20,4,2,0,0,5,1
49,2,83.8,12,8,4,3,1,3,0,1
188,0,80.75,6,2,3,3,0,0,0,0
261,1,79.62,12,26,4,5,1,0,0,0
170,0,105.3,8,1,4,2,1,0,0,0
62,0,99.0,3,19,4,1,1,0,0,0
8,1,77.35,12,26,4,3,2,3,0,1
141,3,129.86,9,19,4,5,2,0,0,1
4,1,91.0,2,11,4,2,0,0,0,1
173,2,100.8,3,31,4,3,0,0,0,0
69,0,99.3,4,17,4,1,2,0,0,1
66,2,93.6,11,2,4,4,0,0,0,1
84,2,94.0,7,25,4,1,0,0,0,1
21,0,75.0,10,12,3,3,1,0,3,1
150,0,114.3,5,6,4,2,1,0,3,1
93,3,113.4,10,6,4,3,0,0,0,1
5,0,65.0,9,22,2,1,0,0,0,1
23,2,130.0,11,11,4,1,0,0,3,1
3,0,79.2,8,17,2,5,2,0,0,0
66,1,89.25,9,20,4,3,2,0,0,1
1,2,92.0,2,3,4,2,0,0,0,1
37,1,74.8,12,2,4,2,2,3,0,1
71,0,75.95,2,23,4,4,0,0,0,1
0,1,65.0,11,21,2,0,1,0,0,1
1,0,95.65,8,23,4,2,0,3,3,1
207,1,90.95,8,7,4,5,2,0,0,1
93,2,72.25,12,3,4,3,1,0,0,1
151,0,71.0,1,19,3,3,0,0,0,1
1,0,140.0,10,5,4,1,0,3,0,1
56,0,75.0,11,14,3,2,1,0,0,1
68,1,130.9,4,1,4,3,2,1,3,1
187,1,121.5,8,12,4,2,1,0,0,0
104,0,91.5,10,6,3,2,0,1,0,0
53,0,103.5,7,10,4,0,2,3,0,0
2,1,197.0,5,27,4,1,0,0,3,1
40,1,96.0,11,28,4,2,1,0,0,1
0,0,149.0,5,26,4,3,0,3,0,1
195,0,121.5,8,13,4,1,0,0,0,0
95,1,73.95,3,17,4,3,2,0,0,1
15,0,113.0,8,29,4,2,1,0,0,1
11,0,95.0,4,17,4,0,1,0,0,1
3,0,70.0,4,18,3,1,1,0,0,1
35,2,71.25,11,26,2,4,2,0,1,1
141,0,107.95,7,6,4,4,1,0,0,1
177,0,99.9,7,30,4,1,0,0,0,0
5,0,95.0,4,4,0,3,1,0,0,1
189,1,60.0,3,25,3,2,1,0,3,1
117,0,94.5,8,1,3,1,2,1,0,1
4,1,155.6,8,26,3,2,1,0,3,1
78,0,100.0,3,25,3,2,1,0,0,0
75,0,75.0,11,29,3,5,0,0,0,1
2,1,0.0,10,23,1,0,0,0,3,1
12,1,71.87,11,12,4,6,3,3,0,0
309,0,101.0,5,13,3,2,1,1,0,0
184,0,89.25,10,12,4,3,1,0,0,0
61,1,80.75,10,24,4,1,0,0,0,1
179,1,90.95,7,23,4,4,2,0,0,1
84,1,134.1,8,4,4,2,0,0,3,1
248,2,83.38,10,13,4,3,2,0,0,1
1,0,65.5,2,24,2,2,0,0,0,1
6,0,55.0,11,26,3,3,0,0,0,1
106,2,84.58,7,13,3,4,0,0,0,1
109,1,107.1,8,12,4,2,1,3,0,1
14,0,153.03,10,4,4,5,2,1,0,1
83,0,83.59,5,18,4,2,0,3,0,1
32,1,67.5,2,6,4,1,1,3,0,0
256,1,115.0,6,15,3,2,0,1,0,0
39,2,88.4,11,20,4,3,2,0,0,1
68,0,48.0,9,29,3,2,0,0,0,1
91,0,140.4,5,13,4,2,1,0,3,0
174,1,99.45,8,12,4,2,2,0,0,1
31,0,100.0,6,2,3,2,0,0,0,1
25,2,187.0,7,26,4,2,0,0,3,1
54,0,47.43,3,1,4,4,0,3,0,0
4,1,109.0,6,26,4,0,1,0,0,1
315,0,160.0,9,30,4,2,1,1,0,0
203,0,80.75,9,5,3,2,1,0,0,1
28,2,139.0,10,10,4,1,1,0,0,1
54,1,116.1,6,17,4,3,2,0,0,1
90,1,90.95,4,13,4,4,0,0,0,1
18,1,120.0,11,1,4,2,0,0,0,1
122,1,107.0,3,27,3,1,2,1,0,1
45,2,126.9,5,21,4,1,1,0,0,1
138,1,91.48,7,4,4,2,1,0,3,1
6,0,89.0,3,22,4,2,0,3,0,0
273,0,106.2,9,30,4,2,1,0,0,0
67,0,76.5,7,20,4,8,3,0,0,0
75,2,150.3,7,2,4,1,1,0,3,1
269,0,70.0,12,29,3,3,2,0,0,1
1,0,96.0,10,1,3,1,0,0,0,1
75,0,78.0,3,21,4,1,1,0,1,1
4,0,169.0,9,15,4,3,2,0,0,1
107,0,52.36,7,17,4,2,0,0,0,0
119,0,51.69,12,29,4,1,0,3,0,1
17,0,95.0,9,26,2,1,1,0,0,1
80,0,136.0,10,9,3,2,0,1,3,1
22,1,111.25,10,29,4,2,2,3,0,0
2,0,66.0,1,14,2,1,0,0,0,1
17,1,153.62,10,30,4,2,2,0,5,1
36,0,103.95,4,8,4,1,0,0,5,1
117,1,123.3,5,6,4,2,0,0,3,1
14,2,159.33,6,12,4,1,2,0,3,1
151,1,137.13,7,5,4,5,1,0,3,0
142,0,143.1,9,20,4,5,1,0,3,0
64,0,130.0,5,17,2,3,0,0,0,1
2,0,110.0,4,20,2,1,0,0,3,1
20,1,12.0,8,5,4,1,0,0,0,1
259,2,131.43,12,28,4,4,1,0,0,1
0,0,125.1,5,24,2,1,0,0,0,1
15,0,81.0,2,19,2,1,0,0,0,1
158,1,168.3,7,1,4,2,1,0,5,0
104,2,87.67,6,7,4,4,0,0,0,1
113,0,100.0,5,31,2,3,0,0,0,0
59,1,76.5,10,15,3,3,2,0,0,1
7,1,129.0,9,20,4,1,0,3,0,0
120,1,104.4,10,28,4,1,0,0,3,0
96,2,168.3,6,19,4,0,1,0,3,1
133,1,81.25,7,13,3,4,0,0,0,1
159,1,106.74,7,6,4,5,2,0,0,0
184,3,128.7,10,17,4,3,1,0,3,1
167,1,80.75,7,6,4,4,0,3,0,1
298,0,75.0,5,10,3,2,0,0,0,0
106,2,88.4,12,21,4,5,2,0,0,1
42,2,216.9,8,20,4,1,1,0,5,1
12,0,111.35,5,30,2,3,1,0,0,1
105,1,126.9,6,11,4,1,1,0,0,1
4,0,184.0,8,29,4,0,1,0,3,1
0,0,119.0,6,2,4,1,0,3,0,1
72,1,96.3,6,26,4,0,1,0,0,1
69,0,120.0,6,12,4,4,2,0,0,0
155,0,72.25,7,8,3,3,2,0,0,1
10,1,131.0,4,22,4,1,0,0,0,1
42,0,72.0,11,22,3,3,0,0,0,1
166,2,102.6,9,30,4,2,2,3,0,0
418,0,107.0,9,26,3,2,1,1,0,0
32,1,73.0,11,20,3,2,0,0,0,1
89,1,83.66,3,21,4,5,2,0,0,1
37,1,135.0,11,1,4,2,0,0,0,1
27,1,212.1,9,20,4,3,0,0,5,0
11,1,159.0,9,4,4,2,0,0,0,1
219,0,84.0,9,4,3,1,0,1,0,1
76,1,76.5,3,21,4,5,1,3,0,1
78,0,100.0,3,25,4,2,1,0,0,0
4,1,0.0,10,1,1,1,0,0,4,1
78,0,117.9,8,7,4,0,1,0,0,0
118,3,107.95,5,1,4,5,2,0,3,1
3,0,58.0,12,3,3,3,2,0,0,1
27,2,124.0,9,18,4,2,0,0,0,1
65,1,127.38,8,4,4,1,0,0,1,1
124,0,87.55,4,14,4,3,1,0,0,0
96,0,94.5,7,11,4,1,2,1,0,0
215,0,212.06,11,6,4,5,2,0,0,0
32,1,81.9,3,15,4,3,0,0,0,1
212,1,78.0,5,20,3,3,2,0,0,1
92,0,101.52,5,30,3,2,1,0,0,1
215,1,92.16,8,14,4,5,2,0,0,1
116,2,79.2,12,17,4,1,2,3,0,1
43,1,81.9,3,14,4,1,1,0,0,0
141,2,85.5,8,29,4,2,1,3,0,1
12,3,89.25,11,13,4,5,2,0,0,1
37,2,156.6,6,26,4,2,2,1,3,1
386,1,115.0,10,23,3,0,2,1,0,0
26,1,75.0,10,19,3,3,1,0,3,1
6,2,77.0,12,18,4,1,0,0,1,1
102,2,86.4,12,6,4,2,0,0,0,0
291,0,115.0,8,19,4,2,0,1,0,0
112,1,115.52,5,5,4,3,1,0,3,1
43,0,90.9,2,28,4,0,2,0,3,0
11,0,122.13,10,8,4,1,2,0,0,1
82,0,76.5,4,11,3,2,1,0,0,1
12,0,72.0,10,4,3,0,1,0,0,1
72,0,76.5,7,8,4,4,1,0,0,1
66,1,79.0,12,24,4,1,2,0,3,1
211,0,100.0,5,20,3,2,0,0,0,0
35,0,95.4,3,5,4,1,1,0,3,0
157,2,123.3,8,10,4,3,0,0,0,0
13,0,96.0,12,5,4,0,1,0,0,1
106,1,118.8,10,7,4,2,1,0,0,0
121,0,72.25,7,18,3,12,5,0,0,0
41,2,96.9,10,16,4,2,1,0,0,1
221,0,80.0,8,12,4,1,0,0,0,0
0,2,77.25,11,28,4,1,0,0,1,1
57,2,202.5,10,12,4,2,0,1,3,1
107,0,152.1,8,24,4,4,0,0,3,0
20,0,85.0,6,2,3,1,0,3,0,1
254,1,100.3,9,29,4,3,1,0,0,0
69,0,82.0,1,29,3,2,1,0,5,1
0,1,150.92,6,13,4,3,1,0,5,1
305,0,89.0,11,4,3,2,1,0,0,0
90,1,63.86,4,1,4,2,0,0,0,1
91,0,65.0,9,14,2,2,0,0,0,1
52,1,73.2,11,6,4,2,1,0,0,1
43,0,60.0,11,4,3,3,0,0,3,1
0,1,45.0,1,6,3,2,0,0,0,1
2,0,95.0,4,7,0,1,0,0,0,1
180,0,70.0,10,16,3,1,0,0,0,0
131,1,144.67,10,4,4,3,0,0,0,1
16,2,111.35,5,29,4,2,2,0,3,1
134,0,146.7,8,7,4,0,1,0,3,0
16,2,165.6,11,6,4,3,2,0,0,1
418,0,75.0,9,26,3,2,1,0,0,0
0,1,45.0,7,27,3,1,0,0,0,1
64,0,91.2,9,5,4,2,1,3,0,0
26,1,151.0,7,2,4,1,1,0,0,0
228,0,93.3,10,30,4,1,2,0,0,0
79,2,52.85,11,18,4,4,0,0,0,1
314,0,75.0,10,12,3,3,0,0,0,0
42,1,130.5,9,18,4,0,2,0,0,0
31,0,85.5,9,11,3,1,2,0,0,0
7,1,127.0,2,13,4,1,0,0,3,1
302,1,74.6,8,2,4,8,2,0,1,1
60,1,123.98,9,5,4,3,1,0,3,0
33,1,113.0,11,26,4,1,0,0,0,1
161,3,80.1,10,25,4,2,0,3,0,1
40,1,136.89,9,27,4,2,0,0,0,0
85,2,89.25,10,23,4,2,1,0,0,1
118,1,96.78,10,27,4,3,1,0,3,1
68,1,149.4,9,8,4,3,1,0,3,1
89,4,74.8,12,17,4,6,2,3,0,1
6,0,75.0,11,23,3,2,0,0,0,1
27,0,163.8,10,3,4,4,1,0,3,0
27,0,120.0,6,9,3,1,0,0,0,1
12,0,77.0,1,15,4,2,2,3,0,1
8,0,119.0,5,25,4,1,0,3,0,1
247,0,90.0,6,6,3,1,1,1,0,1
322,0,80.0,5,19,3,3,1,0,0,0
120,0,95.2,4,23,4,1,1,0,0,1
